uid,rosterNo,displayName,column,value,sourceUrl,confidence,notes,applied
MG-021,21,Honda Prelude Si VTEC (BB4),quotedPowerPs,200,https://www.automobile-catalog.com/car/1992/1108685/honda_prelude_si_vtec.html,HIGH,"Real JDM H22A Si VTEC spec is 200PS/6800rpm (matches this row's own powerRpm of 6800 and engineCode H22A); this row's existing stockPowerPs (162) and curbWeightKg (1302) appear to be Forza's different US-spec H23 reference car instead, per this row's own existing note. Flagging for maintainer review",yes
MG-022,22,Nissan Silvia (S13),quotedPowerPs,205,https://www.auto-data.net/en/nissan-silvia-s13-2.0t-205hp-320,HIGH,"Real SR20DET spec is 205PS/6000rpm (matches this row's own engineCode SR20DET, powerRpm, torque and redline); this row's existing stockPowerPs (175) matches Forza's earlier CA18DET-powered reference car instead, per this row's own existing note. Flagging for maintainer review",yes
MG-023,23,Toyota MR2 (AW11),quotedPowerPs,145,https://www.carfolio.com/toyota-mr2-supercharged-1600g-limited-17402,HIGH,"Real 4A-GZE JDM spec is 145PS/6400rpm (matches this row's own powerRpm), and this row's own existing note already calls 145PS 'ours'; the existing stockPowerPs cell (147) is Forza's close but slightly different figure. Minor discrepancy, flagging for awareness",yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),aspiration,turbo,https://carused.jp/engine/mitsubishi-delica-starwagon,MED,Non-intercooled turbo-diesel,yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),chassisCode,P35W,https://www.amayama.com/en/genuine-catalogs/epc/mitsubishi-japan/delica_star_wagon/p35w/hsnxt/engine/130,HIGH,Confirmed via genuine OEM parts catalogue; matches displayName,yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),curbWeightKg,1890,https://carfromjapan.com/specifications/mitsubishi/delica-starwagon,LOW,"Y-P35W grade; other grades range 1750-1960kg by trim. Accessed via search aggregation, not a direct page fetch (carfromjapan blocks automated fetches)",yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),displacementCc,2476,https://carused.jp/engine/mitsubishi-delica-starwagon,MED,,yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),drivetrain,4WD,https://www.treadmagazine.com/features/dueling-mitsubishi-delicas/,MED,"Star Wagon predominantly sold as 4WD in JDM. Reported as '4WD' rather than the file's existing 'AWD' value because this is a selectable part-time 4x4 system, mechanically distinct from the full-time AWD kei cars (Acty, Vivio) already in the file; flagging the new vocabulary value",yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),engineCode,4D56,https://carused.jp/engine/mitsubishi-delica-starwagon,MED,"Most common JDM Star Wagon powerplant, 2.5L turbo-diesel; a less common 4G64 2.4L petrol was also offered",yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),heightMm,2090,https://carfromjapan.com/specifications/mitsubishi/delica-starwagon,LOW,"Accessed via search aggregation, not a direct page fetch; high-roof grades are taller",yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),peakTorqueNm,196,https://carused.jp/engine/mitsubishi-delica-starwagon,LOW,20.0kgm,yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),quotedPowerPs,85,https://carused.jp/engine/mitsubishi-delica-starwagon,LOW,"Same as stockPowerPs; light commercial diesel, not subject to the JDM performance-car advertising ceiling",yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),stockPowerPs,85,https://carused.jp/engine/mitsubishi-delica-starwagon,LOW,"At 4200rpm per the source; aggregated spec listing, not independently corroborated this session",yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),stockTyre,215SR15,https://carfromjapan.com/specifications/mitsubishi/delica-starwagon,LOW,Only the front tyre was given in the source,yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),styleBase,7,,SUGGESTION,Charming boxy 4WD van face with round headlights and an available pop-top; utilitarian rather than striking,yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),torqueRpm,2000,https://carused.jp/engine/mitsubishi-delica-starwagon,LOW,,yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),tyreCompound,touring,,LOW,Classification judgement from the SR-rated OE tyre on a family 4WD MPV,yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),wheelbaseMm,2240,https://carfromjapan.com/specifications/mitsubishi/delica-starwagon,LOW,"Accessed via search aggregation, not a direct page fetch",yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),widthMm,1695,https://carfromjapan.com/specifications/mitsubishi/delica-starwagon,LOW,"Accessed via search aggregation, not a direct page fetch",yes
MG-024,24,Mitsubishi Delica Star Wagon (P35W),yearFrom,1986,https://en.wikipedia.org/wiki/Mitsubishi_Delica,MED,P-series Star Wagon generation introduced 1986,yes
MG-025,25,Mazda Familia GT-R (BG8Z),aspiration,turbo,https://www.goo-net-exchange.com/catalog/MAZDA__FAMILIA/2501268/,MED,"Accessed via search aggregation, not a direct page fetch (automobile-catalog and goo-net both blocked direct fetch this session)",yes
MG-025,25,Mazda Familia GT-R (BG8Z),chassisCode,BG8Z,https://www.goo-net-exchange.com/catalog/MAZDA__FAMILIA/2501268/,MED,Matches displayName; accessed via search aggregation,yes
MG-025,25,Mazda Familia GT-R (BG8Z),curbWeightKg,1210,https://www.goo-net-exchange.com/catalog/MAZDA__FAMILIA/2501268/,MED,Accessed via search aggregation,yes
MG-025,25,Mazda Familia GT-R (BG8Z),displacementCc,1839,https://www.goo-net-exchange.com/catalog/MAZDA__FAMILIA/2501268/,MED,Accessed via search aggregation,yes
MG-025,25,Mazda Familia GT-R (BG8Z),drivetrain,AWD,https://www.goo-net-exchange.com/catalog/MAZDA__FAMILIA/2501268/,MED,"Full-time AWD, WRC Group A homologation special",yes
MG-025,25,Mazda Familia GT-R (BG8Z),engineCode,BPD,http://www.fordlaser.com/forum/viewtopic.php?t=44821,LOW,"1.8L DOHC turbo; the related GT-X model used the similarly-named BPT code and sources sometimes conflate the two, so treat with caution",yes
MG-025,25,Mazda Familia GT-R (BG8Z),engineConfig,I4,https://www.goo-net-exchange.com/catalog/MAZDA__FAMILIA/2501268/,MED,Accessed via search aggregation,yes
MG-025,25,Mazda Familia GT-R (BG8Z),heightMm,1390,https://www.goo-net-exchange.com/catalog/MAZDA__FAMILIA/2501268/,MED,Accessed via search aggregation,yes
MG-025,25,Mazda Familia GT-R (BG8Z),peakTorqueNm,250,https://www.goo-net-exchange.com/catalog/MAZDA__FAMILIA/2501268/,MED,25.5kgm; accessed via search aggregation,yes
MG-025,25,Mazda Familia GT-R (BG8Z),powerRpm,6000,https://www.automobile-catalog.com/car/1993/1644485/mazda_familia_gt-r.html,MED,Accessed via search aggregation,yes
MG-025,25,Mazda Familia GT-R (BG8Z),quotedPowerPs,210,https://www.automobile-catalog.com/car/1993/1644485/mazda_familia_gt-r.html,MED,Same as stockPowerPs; below the 280PS ceiling,yes
MG-025,25,Mazda Familia GT-R (BG8Z),stockPowerPs,210,https://www.automobile-catalog.com/car/1993/1644485/mazda_familia_gt-r.html,MED,Accessed via search aggregation; the earlier 1992 first-run GT-R was reportedly a lower-output ~185PS before this 210PS revision,yes
MG-025,25,Mazda Familia GT-R (BG8Z),stockTyre,195/50R15,https://www.goo-net-exchange.com/catalog/MAZDA__FAMILIA/2501268/,MED,Accessed via search aggregation,yes
MG-025,25,Mazda Familia GT-R (BG8Z),styleBase,12,,SUGGESTION,Aggressive flared arches and rally-bred stance befitting a Group A homologation special,yes
MG-025,25,Mazda Familia GT-R (BG8Z),torqueRpm,4500,https://www.goo-net-exchange.com/catalog/MAZDA__FAMILIA/2501268/,MED,Accessed via search aggregation,yes
MG-025,25,Mazda Familia GT-R (BG8Z),tyreCompound,performance,,LOW,Classification judgement; low-profile 50-series tyre on a rally-homologation road car,yes
MG-025,25,Mazda Familia GT-R (BG8Z),wheelbaseMm,2450,https://www.goo-net-exchange.com/catalog/MAZDA__FAMILIA/2501268/,MED,Accessed via search aggregation,yes
MG-025,25,Mazda Familia GT-R (BG8Z),widthMm,1690,https://www.goo-net-exchange.com/catalog/MAZDA__FAMILIA/2501268/,MED,Accessed via search aggregation,yes
MG-025,25,Mazda Familia GT-R (BG8Z),yearFrom,1992,https://www.classic.com/veh/1992-mazda-familia-gt-r-bg8z301982-Z47jAOp/,MED,"GT-R introduced 1992, revised to the 210PS spec through 1993/94",yes
MG-026,26,Honda Beat (PP1),quotedPowerPs,64,https://www.automobile-catalog.com/car/1991/1107140/honda_beat.html,HIGH,Matches this row's existing stockPowerPs; kei-class 64PS self-regulation cap,yes
MG-027,27,Nissan Cefiro (A31),quotedPowerPs,205,https://www.carfolio.com/nissan-cefiro-2.0-24v-turbo-198968,HIGH,Matches this row's existing stockPowerPs; below the 280PS ceiling,yes
MG-028,28,Suzuki Cappuccino (EA11R),aspiration,turbo,https://www.carfolio.com/suzuki-cappuccino-17743,HIGH,,yes
MG-028,28,Suzuki Cappuccino (EA11R),chassisCode,EA11R,https://www.carfolio.com/suzuki-cappuccino-17743,HIGH,Matches displayName,yes
MG-028,28,Suzuki Cappuccino (EA11R),curbWeightKg,679,https://www.carfolio.com/suzuki-cappuccino-17743,MED,A lightweight aluminium-panelled special edition is cited elsewhere at approximately 725kg,yes
MG-028,28,Suzuki Cappuccino (EA11R),displacementCc,657,https://www.carfolio.com/suzuki-cappuccino-17743,HIGH,,yes
MG-028,28,Suzuki Cappuccino (EA11R),drivetrain,FR,https://www.carfolio.com/suzuki-cappuccino-17743,MED,Drivetrain vocabulary is inconsistent in this file (both FR and RWD appear); chose FR to match nearby sports-car rows,yes
MG-028,28,Suzuki Cappuccino (EA11R),engineCode,F6A,https://www.carfolio.com/suzuki-cappuccino-17743,HIGH,,yes
MG-028,28,Suzuki Cappuccino (EA11R),engineConfig,I3,https://www.carfolio.com/suzuki-cappuccino-17743,HIGH,,yes
MG-028,28,Suzuki Cappuccino (EA11R),heightMm,1185,https://www.carfolio.com/suzuki-cappuccino-17743,HIGH,,yes
MG-028,28,Suzuki Cappuccino (EA11R),peakTorqueNm,85,https://www.carfolio.com/suzuki-cappuccino-17743,HIGH,8.7kgm,yes
MG-028,28,Suzuki Cappuccino (EA11R),powerRpm,6500,https://www.carfolio.com/suzuki-cappuccino-17743,HIGH,,yes
MG-028,28,Suzuki Cappuccino (EA11R),quotedPowerPs,64,https://www.carfolio.com/suzuki-cappuccino-17743,HIGH,Same as stockPowerPs; kei-class 64PS self-regulation cap,yes
MG-028,28,Suzuki Cappuccino (EA11R),redlineRpm,8500,https://www.suzuki-cappuccino.com/phpbb3/,LOW,"Owner/forum-reported marked redline; a manufacturer figure was not found this session, and the actual limiter cut-in is reported higher still",yes
MG-028,28,Suzuki Cappuccino (EA11R),stockPowerPs,64,https://www.carfolio.com/suzuki-cappuccino-17743,HIGH,Kei-class 64PS self-regulation cap,yes
MG-028,28,Suzuki Cappuccino (EA11R),stockTyre,165/65R14,https://www.carfolio.com/suzuki-cappuccino-17743,HIGH,,yes
MG-028,28,Suzuki Cappuccino (EA11R),styleBase,13,,SUGGESTION,"Clean targa-top kei sports car proportions, similar tier to the Beat",yes
MG-028,28,Suzuki Cappuccino (EA11R),topSpeedKmh,150,https://www.carfolio.com/suzuki-cappuccino-17743,LOW,"Single source, not independently corroborated this session",yes
MG-028,28,Suzuki Cappuccino (EA11R),torqueRpm,4000,https://www.carfolio.com/suzuki-cappuccino-17743,HIGH,,yes
MG-028,28,Suzuki Cappuccino (EA11R),tyreCompound,touring,,LOW,"Classification judgement, matching the Honda Beat's touring rating for the same kei-roadster class elsewhere in the file",yes
MG-028,28,Suzuki Cappuccino (EA11R),weightDistributionFront,50,https://www.carfolio.com/suzuki-cappuccino-17743,MED,,yes
MG-028,28,Suzuki Cappuccino (EA11R),wheelbaseMm,2060,https://www.carfolio.com/suzuki-cappuccino-17743,HIGH,,yes
MG-028,28,Suzuki Cappuccino (EA11R),widthMm,1395,https://www.carfolio.com/suzuki-cappuccino-17743,HIGH,,yes
MG-028,28,Suzuki Cappuccino (EA11R),yearFrom,1991,https://www.jdmbuysell.com/learn/suzuki/cappuccino/ea11r/,HIGH,October/November 1991 launch,yes
MG-029,29,Honda Civic SiR-II (EG6),quotedPowerPs,170,https://www.automobile-catalog.com/car/1992/1107290/honda_civic_sir_ii.html,HIGH,Matches this row's existing stockPowerPs; below the 280PS ceiling,yes
MG-030,30,Nissan Safari (Y60),aspiration,NA,https://en.wikipedia.org/wiki/Nissan_TD_engine,HIGH,"Naturally aspirated TD42, distinct from the later turbo TD42T",yes
MG-030,30,Nissan Safari (Y60),chassisCode,Y60,https://www.jdmbuysell.com/learn/nissan/safari/,MED,Matches displayName,yes
MG-030,30,Nissan Safari (Y60),displacementCc,4169,https://en.wikipedia.org/wiki/Nissan_TD_engine,HIGH,,yes
MG-030,30,Nissan Safari (Y60),drivetrain,4WD,https://www.jdmbuysell.com/learn/nissan/safari/,HIGH,"Reported as '4WD' rather than the file's existing 'AWD' value because this is a selectable part-time 4x4 system, mechanically distinct from the full-time AWD kei cars already in the file; flagging the new vocabulary value",yes
MG-030,30,Nissan Safari (Y60),engineCode,TD42,https://en.wikipedia.org/wiki/Nissan_TD_engine,HIGH,"Naturally aspirated 4.2L inline-six diesel, the mainstay JDM engine across the model run",yes
MG-030,30,Nissan Safari (Y60),engineConfig,I6,https://en.wikipedia.org/wiki/Nissan_TD_engine,HIGH,,yes
MG-030,30,Nissan Safari (Y60),heightMm,1805,https://www.auto-data.net/en/nissan-safari-y60-facelift-1995-4.2-td-145hp-851,MED,Facelift-model figure; body dimensions are unlikely to differ materially across the Y60 run,yes
MG-030,30,Nissan Safari (Y60),peakTorqueNm,260,https://carbuzz.com/nissan-inline-six-diesel-can-take-on-toyotas-toughest/,LOW,Early 'Silvertop' NA TD42 figure; rpm not stated in source,yes
MG-030,30,Nissan Safari (Y60),stockPowerPs,114,https://carbuzz.com/nissan-inline-six-diesel-can-take-on-toyotas-toughest/,LOW,"Early 'Silvertop' NA TD42 figure; Wikipedia cites a wider 115-135PS range depending on market/year/measuring method, so this sits at the low end of that range rather than being an average",yes
MG-030,30,Nissan Safari (Y60),stockTyre,215/80R16,https://autostw.com.au/blogs/news/nissan-safari-tyre-size-wheel-specs-guide,MED,Diesel-grade OE size; other grades ran 265/70R16 or 31x10.50R15 depending on trim/year,yes
MG-030,30,Nissan Safari (Y60),styleBase,6,,SUGGESTION,"Boxy heavy-duty off-roader, utilitarian rather than styled for visual flair",yes
MG-030,30,Nissan Safari (Y60),wheelbaseMm,2970,https://www.auto-data.net/en/nissan-safari-y60-facelift-1995-4.2-td-145hp-851,MED,,yes
MG-030,30,Nissan Safari (Y60),widthMm,1930,https://www.auto-data.net/en/nissan-safari-y60-facelift-1995-4.2-td-145hp-851,MED,Facelift-model figure; see heightMm note,yes
MG-030,30,Nissan Safari (Y60),yearFrom,1987,https://en.wikipedia.org/wiki/Nissan_TD_engine,MED,JDM Y60 Safari launched 1987 with the TD42,yes
MG-031,31,Toyota Starlet Glanza V (EP91),aspiration,turbo,https://www.carfolio.com/toyota-starlet-glanza-v-185900,HIGH,Turbocharged with intercooler,yes
MG-031,31,Toyota Starlet Glanza V (EP91),chassisCode,EP91,https://www.carfolio.com/toyota-starlet-glanza-v-185900,HIGH,Matches displayName,yes
MG-031,31,Toyota Starlet Glanza V (EP91),engineCode,4E-FTE,https://www.carfolio.com/toyota-starlet-glanza-v-185900,HIGH,,yes
MG-031,31,Toyota Starlet Glanza V (EP91),engineConfig,I4,https://www.carfolio.com/toyota-starlet-glanza-v-185900,HIGH,,yes
MG-031,31,Toyota Starlet Glanza V (EP91),heightMm,1400,https://www.carfolio.com/toyota-starlet-glanza-v-185900,HIGH,,yes
MG-031,31,Toyota Starlet Glanza V (EP91),powerRpm,6400,https://www.carfolio.com/toyota-starlet-glanza-v-185900,HIGH,,yes
MG-031,31,Toyota Starlet Glanza V (EP91),quotedPowerPs,135,https://www.carfolio.com/toyota-starlet-glanza-v-185900,HIGH,Matches this row's existing stockPowerPs; below the 280PS ceiling,yes
MG-031,31,Toyota Starlet Glanza V (EP91),stockTyre,185/55R14,https://www.carfolio.com/toyota-starlet-glanza-v-185900,HIGH,,yes
MG-031,31,Toyota Starlet Glanza V (EP91),styleBase,9,,SUGGESTION,"Competent but fairly generic 90s Toyota hatchback shape, less distinctive than the CR-X or Civic SiR-II",yes
MG-031,31,Toyota Starlet Glanza V (EP91),torqueRpm,4800,https://www.carfolio.com/toyota-starlet-glanza-v-185900,HIGH,,yes
MG-031,31,Toyota Starlet Glanza V (EP91),tyreCompound,performance,,LOW,Classification judgement; turbo hot hatch on a low-profile 55-series tyre,yes
MG-031,31,Toyota Starlet Glanza V (EP91),wheelbaseMm,2300,https://www.carfolio.com/toyota-starlet-glanza-v-185900,HIGH,,yes
MG-031,31,Toyota Starlet Glanza V (EP91),widthMm,1625,https://www.carfolio.com/toyota-starlet-glanza-v-185900,HIGH,,yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,aspiration,NA,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1600sss_coupe.html,HIGH,,yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,chassisCode,KP510,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1600sss_coupe.html,MED,"Nissan Heritage's SSS Coupe page; the roster name doesn't specify body style. A four-door sedan variant (chassis P510) also existed, and Nissan's own Heritage page for that one gives a very different 130PS/6800rpm figure that reads as a rally/competition spec rather than the standard road car. Flagging the body-style choice for maintainer confirmation",yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,curbWeightKg,935,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1600sss_coupe.html,HIGH,,yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,displacementCc,1595,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1600sss_coupe.html,HIGH,,yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,drivetrain,FR,https://en.wikipedia.org/wiki/Datsun_510,HIGH,"Classic front-engine, rear-wheel-drive saloon/coupe layout",yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,engineCode,L16,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1600sss_coupe.html,HIGH,,yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,heightMm,1395,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1600sss_coupe.html,HIGH,,yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,peakTorqueNm,132,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1600sss_coupe.html,MED,13.5kgm,yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,powerRpm,6000,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1600sss_coupe.html,MED,,yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,quotedPowerPs,100,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1600sss_coupe.html,MED,Same gross rating as advertised; predates the JDM voluntary power-advertising ceiling by two decades,yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,stockPowerPs,100,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1600sss_coupe.html,MED,JIS gross rating (pre-net-standard era); other sources cite 92-115PS depending on market and carburettor spec,yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,stockTyre,5.60-13-4PR,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1600sss_coupe.html,HIGH,"Period bias-ply sizing, not a modern radial code; tyreCompound vocabulary (eco/touring/performance/sport) does not cleanly fit a bias-ply tyre so it is left blank",yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,styleBase,9,,SUGGESTION,"Handsome, historically significant three-box 60s saloon/coupe shape; simple rather than dramatic",yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,torqueRpm,4000,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1600sss_coupe.html,MED,,yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,wheelbaseMm,2420,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1600sss_coupe.html,HIGH,,yes
MG-032,32,Datsun 510 Bluebird 1600 SSS,widthMm,1560,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/datsun_bluebird_1600sss_coupe.html,HIGH,,yes
